car_price,age,gender,income,education,marital
13.5,30,Male,$25 - $49,Some college,Unmarried
11.5,30,Female,Under $25,Some college,Unmarried
30.5,30,Female,$50 - $74,High school degree,Married
10.9,30,Male,Under $25,Some college,Married
9.6,30,Female,Under $25,Some college,Unmarried
16.2,30,Male,$25 - $49,College degree,Married
16.8,30,Male,$25 - $49,High school degree,Unmarried
22.1,30,Male,$25 - $49,Post-undergraduate degree,Unmarried
8.9,30,Male,Under $25,Did not complete high school,Married
12,30,Female,Under $25,Did not complete high school,Married
17.6,30,Female,$25 - $49,High school degree,Unmarried
25.8,30,Male,$50 - $74,College degree,Married
21.6,30,Male,$25 - $49,Did not complete high school,Unmarried
11.5,30,Female,Under $25,Did not complete high school,Married
12.5,30,Male,$25 - $49,High school degree,Married
15.3,30,Male,$25 - $49,Some college,Unmarried
14.4,30,Male,$25 - $49,Did not complete high school,Married
16.1,30,Female,$25 - $49,Did not complete high school,Unmarried
9.3,30,Male,Under $25,Did not complete high school,Married
30,30,Male,$50 - $74,College degree,Unmarried
15.3,30,Female,$25 - $49,Some college,Unmarried
12.3,30,Female,Under $25,College degree,Married
11.9,30,Female,Under $25,Did not complete high school,Married
10.9,30,Female,Under $25,Some college,Unmarried
19.6,30,Female,$25 - $49,Post-undergraduate degree,Married
14,30,Female,$25 - $49,High school degree,Unmarried
15.3,30,Male,$25 - $49,Some college,Married
42.9,30,Female,$75+,College degree,Married
13.4,30,Male,$25 - $49,High school degree,Unmarried
19.3,30,Female,$25 - $49,High school degree,Married
10.1,30,Male,Under $25,High school degree,Unmarried
31.7,30,Female,$50 - $74,High school degree,Unmarried
23.5,30,Female,$25 - $49,College degree,Unmarried
12.4,30,Female,Under $25,High school degree,Married
17.1,30,Female,$25 - $49,High school degree,Married
14.6,30,Male,$25 - $49,College degree,Unmarried
21,30,Female,$25 - $49,College degree,Unmarried
24.2,30,Male,$25 - $49,College degree,Married
9.3,30,Female,Under $25,College degree,Married
9.4,30,Female,Under $25,College degree,Married
17.2,30,Male,$25 - $49,High school degree,Married
32.8,30,Female,$50 - $74,High school degree,Married
34,30,Female,$50 - $74,Post-undergraduate degree,Unmarried
6.6,30,Female,Under $25,College degree,Married
12.3,30,Female,$25 - $49,Some college,Married
19,30,Male,$25 - $49,High school degree,Married
20.2,30,Male,$25 - $49,High school degree,Unmarried
23,30,Female,$25 - $49,College degree,Married
10.8,30,Male,Under $25,Some college,Unmarried
14.4,30,Male,$25 - $49,College degree,Married
17.9,30,Male,$25 - $49,High school degree,Unmarried
23.8,30,Female,$25 - $49,High school degree,Unmarried
9.1,30,Female,Under $25,Some college,Married
12.8,30,Male,$25 - $49,High school degree,Unmarried
22.9,30,Female,$25 - $49,High school degree,Married
12,30,Female,Under $25,Did not complete high school,Married
28.3,30,Male,$50 - $74,College degree,Unmarried
21.3,31,Female,$25 - $49,College degree,Married
15.1,31,Female,$25 - $49,High school degree,Married
12.6,31,Male,$25 - $49,High school degree,Unmarried
17.2,31,Male,$25 - $49,High school degree,Unmarried
29.3,31,Female,$50 - $74,College degree,Unmarried
13.9,31,Male,$25 - $49,Some college,Unmarried
47,31,Female,$75+,Some college,Married
20.6,31,Male,$25 - $49,Did not complete high school,Married
12.4,31,Male,$25 - $49,Post-undergraduate degree,Married
13,31,Female,$25 - $49,Post-undergraduate degree,Married
22.8,31,Female,$25 - $49,Some college,Unmarried
24,31,Female,$25 - $49,College degree,Married
16.4,31,Male,$25 - $49,Post-undergraduate degree,Unmarried
34.1,31,Male,$50 - $74,High school degree,Married
24.6,31,Female,$25 - $49,Did not complete high school,Married
25,31,Female,$50 - $74,Some college,Unmarried
19.2,31,Male,$25 - $49,Did not complete high school,Married
17.6,31,Female,$25 - $49,College degree,Unmarried
13.1,31,Female,$25 - $49,Did not complete high school,Married
13.8,31,Female,$25 - $49,Some college,Unmarried
16.6,31,Female,$25 - $49,Some college,Unmarried
13.2,31,Female,$25 - $49,Some college,Married
19,31,Female,$25 - $49,High school degree,Married
11,31,Male,Under $25,College degree,Married
17.4,31,Male,$25 - $49,High school degree,Unmarried
8.8,31,Female,Under $25,Did not complete high school,Unmarried
8.3,31,Male,Under $25,College degree,Unmarried
10.3,31,Male,Under $25,High school degree,Unmarried
14.4,31,Female,$25 - $49,Did not complete high school,Unmarried
10.6,31,Female,Under $25,Some college,Unmarried
12.5,31,Male,$25 - $49,High school degree,Unmarried
8.6,31,Male,Under $25,Some college,Unmarried
65.8,31,Male,$75+,College degree,Unmarried
9.4,31,Female,Under $25,High school degree,Unmarried
9.6,31,Male,Under $25,Some college,Married
9.9,31,Male,Under $25,High school degree,Unmarried
15.8,31,Male,$25 - $49,High school degree,Unmarried
34,31,Female,$50 - $74,High school degree,Unmarried
22.7,31,Male,$25 - $49,High school degree,Unmarried
18.9,31,Male,$25 - $49,Did not complete high school,Married
19.8,31,Female,$25 - $49,College degree,Married
27,31,Female,$50 - $74,Some college,Unmarried
13,31,Male,$25 - $49,College degree,Married
43.8,31,Male,$75+,College degree,Unmarried
6.5,31,Female,Under $25,High school degree,Married
12.3,31,Male,$25 - $49,College degree,Married
17.1,31,Male,$25 - $49,High school degree,Unmarried
16.3,31,Male,$25 - $49,Some college,Unmarried
20,31,Female,$25 - $49,Some college,Unmarried
15.9,31,Female,$25 - $49,Did not complete high school,Unmarried
22.6,31,Male,$25 - $49,Did not complete high school,Married
29.2,31,Male,$50 - $74,Some college,Unmarried
11.1,31,Male,Under $25,Did not complete high school,Married
11.8,31,Female,Under $25,Some college,Unmarried
28.7,31,Female,$50 - $74,High school degree,Married
16.9,31,Male,$25 - $49,Some college,Unmarried
13.3,31,Female,$25 - $49,High school degree,Married
10.5,31,Male,Under $25,College degree,Married
25.7,31,Male,$50 - $74,College degree,Unmarried
25.4,31,Male,$25 - $49,Did not complete high school,Married
15.4,31,Female,$25 - $49,Did not complete high school,Married
16.4,31,Male,$25 - $49,Some college,Married
18.9,31,Female,$25 - $49,College degree,Unmarried
15.3,31,Female,$25 - $49,College degree,Married
31.6,31,Female,$50 - $74,High school degree,Married
15,31,Female,$25 - $49,Did not complete high school,Unmarried
26.5,31,Female,$50 - $74,Some college,Married
28.8,31,Male,$50 - $74,High school degree,Married
9.5,31,Female,Under $25,Did not complete high school,Unmarried
15.9,31,Male,$25 - $49,Some college,Unmarried
31.4,31,Female,$50 - $74,Some college,Married
9.2,31,Female,Under $25,Did not complete high school,Married
18.2,31,Female,$25 - $49,High school degree,Married
18,31,Female,$25 - $49,High school degree,Married
15,31,Male,$25 - $49,Did not complete high school,Unmarried
26.3,31,Female,$50 - $74,College degree,Unmarried
19,31,Female,$25 - $49,Did not complete high school,Married
11.3,31,Male,Under $25,College degree,Unmarried
18.7,31,Female,$25 - $49,College degree,Unmarried
19.4,31,Male,$25 - $49,High school degree,Unmarried
12.2,31,Male,$25 - $49,Post-undergraduate degree,Unmarried
15.7,31,Female,$25 - $49,Did not complete high school,Married
17.3,31,Male,$25 - $49,Some college,Married
15.8,31,Male,$25 - $49,Did not complete high school,Unmarried
15.7,32,Male,$25 - $49,High school degree,Unmarried
12.2,32,Male,$25 - $49,Some college,Married
29.8,32,Male,$50 - $74,Post-undergraduate degree,Married
15.4,32,Male,$25 - $49,College degree,Unmarried
22.1,32,Male,$25 - $49,Did not complete high school,Married
20.5,32,Female,$25 - $49,College degree,Married
9,32,Female,Under $25,High school degree,Married
29.2,32,Male,$50 - $74,High school degree,Unmarried
15.1,32,Male,$25 - $49,Some college,Married
31.5,32,Female,$50 - $74,College degree,Married
19.2,32,Female,$25 - $49,Some college,Married
32.4,32,Male,$50 - $74,Did not complete high school,Unmarried
17.5,32,Female,$25 - $49,Did not complete high school,Married
18.2,32,Female,$25 - $49,High school degree,Unmarried
14.2,32,Male,$25 - $49,College degree,Married
9.4,32,Male,Under $25,Did not complete high school,Unmarried
51.5,32,Male,$75+,College degree,Unmarried
28.5,32,Female,$50 - $74,College degree,Married
43.2,32,Male,$75+,Post-undergraduate degree,Married
12,32,Female,Under $25,College degree,Married
14.7,32,Female,$25 - $49,Some college,Unmarried
16.1,32,Female,$25 - $49,High school degree,Married
25.2,32,Female,$50 - $74,High school degree,Married
25.8,32,Male,$50 - $74,Some college,Married
13.6,32,Male,$25 - $49,Did not complete high school,Married
8.9,32,Female,Under $25,High school degree,Married
13.6,32,Female,$25 - $49,Did not complete high school,Unmarried
14,32,Female,$25 - $49,High school degree,Unmarried
15.5,32,Male,$25 - $49,College degree,Unmarried
13.9,32,Male,$25 - $49,College degree,Unmarried
15,32,Male,$25 - $49,High school degree,Unmarried
15,32,Female,$25 - $49,Some college,Unmarried
23.2,32,Male,$25 - $49,Some college,Unmarried
30.8,32,Male,$50 - $74,College degree,Unmarried
24.8,32,Female,$50 - $74,Some college,Married
9.4,32,Male,Under $25,Some college,Married
13.1,32,Female,$25 - $49,Some college,Married
6,32,Male,Under $25,College degree,Married
22.6,32,Female,$25 - $49,Some college,Married
48.2,32,Male,$75+,Post-undergraduate degree,Unmarried
13.5,32,Female,$25 - $49,High school degree,Unmarried
8.7,32,Female,Under $25,College degree,Unmarried
13.7,32,Female,$25 - $49,College degree,Married
12.7,32,Male,$25 - $49,High school degree,Married
12.8,32,Female,$25 - $49,Some college,Married
16.9,32,Female,$25 - $49,Some college,Unmarried
26.4,32,Male,$50 - $74,College degree,Married
14.4,32,Female,$25 - $49,Did not complete high school,Married
22.3,32,Female,$25 - $49,Some college,Married
13,32,Male,$25 - $49,Did not complete high school,Married
15.2,32,Male,$25 - $49,Did not complete high school,Married
35.4,32,Female,$50 - $74,High school degree,Unmarried
11.7,32,Male,Under $25,Some college,Married
37.5,32,Male,$50 - $74,College degree,Married
19.1,32,Female,$25 - $49,College degree,Married
18.9,32,Male,$25 - $49,College degree,Married
35,32,Female,$50 - $74,Some college,Married
20,32,Male,$25 - $49,Some college,Married
18.1,32,Female,$25 - $49,Some college,Unmarried
37,32,Female,$50 - $74,Some college,Married
10.8,32,Male,Under $25,Did not complete high school,Married
25.4,32,Male,$50 - $74,Did not complete high school,Unmarried
17.8,32,Male,$25 - $49,High school degree,Unmarried
29.4,32,Female,$50 - $74,Post-undergraduate degree,Married
11.8,32,Female,Under $25,Did not complete high school,Married
21.8,32,Female,$25 - $49,Did not complete high school,Unmarried
31,32,Male,$50 - $74,College degree,Unmarried
10.4,32,Male,Under $25,Post-undergraduate degree,Unmarried
27.3,32,Female,$50 - $74,Some college,Married
28.1,32,Male,$50 - $74,High school degree,Unmarried
15.2,32,Male,$25 - $49,College degree,Married
11,32,Female,Under $25,Did not complete high school,Unmarried
20.6,32,Male,$25 - $49,High school degree,Married
11.6,32,Male,Under $25,College degree,Unmarried
15.8,32,Male,$25 - $49,High school degree,Unmarried
23.8,32,Female,$25 - $49,College degree,Married
12.9,32,Female,$25 - $49,High school degree,Married
19.3,32,Female,$25 - $49,Some college,Married
14.1,32,Female,$25 - $49,College degree,Married
17.8,32,Female,$25 - $49,College degree,Unmarried
28.4,32,Male,$50 - $74,High school degree,Married
13.1,33,Female,$25 - $49,Did not complete high school,Married
11.9,33,Male,Under $25,Did not complete high school,Married
17.3,33,Female,$25 - $49,Did not complete high school,Unmarried
11.3,33,Female,Under $25,High school degree,Married
16.1,33,Female,$25 - $49,High school degree,Unmarried
12.3,33,Male,$25 - $49,Did not complete high school,Unmarried
23.1,33,Male,$25 - $49,High school degree,Unmarried
34.5,33,Female,$50 - $74,College degree,Married
28.5,33,Female,$50 - $74,High school degree,Married
14,33,Female,$25 - $49,Post-undergraduate degree,Married
15.9,33,Male,$25 - $49,High school degree,Unmarried
13.1,33,Female,$25 - $49,College degree,Unmarried
15.5,33,Male,$25 - $49,High school degree,Unmarried
35,33,Female,$50 - $74,Some college,Married
17.8,33,Male,$25 - $49,Some college,Unmarried
12.5,33,Female,$25 - $49,Did not complete high school,Unmarried
29.9,33,Male,$50 - $74,College degree,Married
24.4,33,Male,$25 - $49,Some college,Married
21.4,33,Male,$25 - $49,Did not complete high school,Married
34.9,33,Male,$50 - $74,High school degree,Unmarried
38.7,33,Male,$75+,Some college,Married
30.4,33,Male,$50 - $74,High school degree,Married
28.7,33,Female,$50 - $74,High school degree,Married
23.2,33,Female,$25 - $49,Did not complete high school,Unmarried
20.2,33,Female,$25 - $49,College degree,Unmarried
15.4,33,Female,$25 - $49,Some college,Unmarried
16.9,33,Male,$25 - $49,College degree,Unmarried
11.6,33,Female,Under $25,High school degree,Married
18.1,33,Male,$25 - $49,Did not complete high school,Unmarried
26.2,33,Male,$50 - $74,Post-undergraduate degree,Unmarried
15.8,33,Female,$25 - $49,Did not complete high school,Married
90.3,33,Female,$75+,Post-undergraduate degree,Unmarried
10.7,33,Female,Under $25,College degree,Unmarried
22.6,33,Male,$25 - $49,College degree,Married
19.5,33,Female,$25 - $49,Did not complete high school,Married
11.9,33,Male,Under $25,Did not complete high school,Unmarried
18.8,33,Male,$25 - $49,College degree,Unmarried
9,33,Male,Under $25,High school degree,Unmarried
21.2,33,Female,$25 - $49,College degree,Unmarried
46.7,33,Male,$75+,Post-undergraduate degree,Married
26.1,33,Female,$50 - $74,High school degree,Married
25,33,Female,$50 - $74,High school degree,Married
9.3,33,Male,Under $25,Did not complete high school,Married
41.4,33,Male,$75+,College degree,Unmarried
16.3,33,Male,$25 - $49,Some college,Married
11.2,33,Female,Under $25,Did not complete high school,Married
13,33,Male,$25 - $49,High school degree,Unmarried
13.4,33,Female,$25 - $49,Some college,Unmarried
52.7,33,Female,$75+,High school degree,Unmarried
27.4,33,Female,$50 - $74,High school degree,Married
20.8,33,Female,$25 - $49,Some college,Married
9.5,33,Male,Under $25,College degree,Married
45.9,33,Female,$75+,College degree,Married
15.8,33,Male,$25 - $49,Did not complete high school,Married
15.4,33,Male,$25 - $49,High school degree,Married
21.6,33,Male,$25 - $49,High school degree,Unmarried
37,33,Female,$50 - $74,High school degree,Unmarried
43.1,33,Male,$75+,College degree,Unmarried
15.3,33,Female,$25 - $49,College degree,Unmarried
11.4,33,Male,Under $25,High school degree,Married
69.6,33,Male,$75+,Post-undergraduate degree,Unmarried
12.2,33,Male,Under $25,High school degree,Unmarried
51.1,33,Male,$75+,College degree,Unmarried
30.1,33,Female,$50 - $74,College degree,Unmarried
21.5,33,Male,$25 - $49,College degree,Unmarried
16.7,33,Male,$25 - $49,College degree,Unmarried
56.6,33,Female,$75+,High school degree,Married
67.7,33,Female,$75+,Post-undergraduate degree,Married
15.3,33,Male,$25 - $49,Did not complete high school,Married
17.4,33,Male,$25 - $49,High school degree,Unmarried
37.3,33,Male,$75+,College degree,Married
18.1,33,Female,$25 - $49,Did not complete high school,Unmarried
12.4,33,Female,Under $25,High school degree,Married
21.1,33,Female,$25 - $49,Did not complete high school,Unmarried
49.7,33,Male,$75+,High school degree,Unmarried
8.1,33,Female,Under $25,College degree,Married
37.3,33,Male,$75+,Some college,Unmarried
22.4,33,Female,$25 - $49,High school degree,Unmarried
10,34,Female,Under $25,Some college,Unmarried
11.4,34,Female,Under $25,High school degree,Unmarried
31,34,Male,$50 - $74,Post-undergraduate degree,Married
51,34,Female,$75+,College degree,Married
18.4,34,Male,$25 - $49,Did not complete high school,Married
11.9,34,Female,Under $25,High school degree,Married
56.9,34,Male,$75+,College degree,Married
14.9,34,Male,$25 - $49,High school degree,Married
35.3,34,Female,$50 - $74,Did not complete high school,Unmarried
15.8,34,Female,$25 - $49,Did not complete high school,Married
12.3,34,Male,Under $25,High school degree,Married
17.6,34,Male,$25 - $49,Some college,Married
14.5,34,Female,$25 - $49,Post-undergraduate degree,Married
52.6,34,Female,$75+,High school degree,Married
16.9,34,Male,$25 - $49,High school degree,Married
11.3,34,Male,Under $25,Some college,Unmarried
32,34,Male,$50 - $74,College degree,Married
21.3,34,Male,$25 - $49,High school degree,Married
39.2,34,Female,$75+,College degree,Unmarried
18.8,34,Male,$25 - $49,Did not complete high school,Married
14.8,34,Male,$25 - $49,High school degree,Married
15,34,Female,$25 - $49,Post-undergraduate degree,Married
28.6,34,Female,$50 - $74,High school degree,Married
13.2,34,Female,$25 - $49,Did not complete high school,Unmarried
15.2,34,Male,$25 - $49,High school degree,Married
14.6,34,Male,$25 - $49,Did not complete high school,Unmarried
15.2,34,Male,$25 - $49,Some college,Married
18.4,34,Female,$25 - $49,Some college,Unmarried
19.3,34,Male,$25 - $49,High school degree,Married
21.5,34,Female,$25 - $49,College degree,Married
27.9,34,Male,$50 - $74,College degree,Unmarried
8.5,34,Female,Under $25,High school degree,Unmarried
25.7,34,Female,$25 - $49,Did not complete high school,Unmarried
18.2,34,Male,$25 - $49,College degree,Unmarried
34.2,34,Female,$50 - $74,High school degree,Unmarried
73.6,34,Female,$75+,College degree,Married
27.6,34,Male,$50 - $74,High school degree,Married
11.8,34,Female,Under $25,Did not complete high school,Married
13.9,34,Male,$25 - $49,High school degree,Married
24.3,34,Female,$25 - $49,High school degree,Married
9.4,34,Female,Under $25,Did not complete high school,Married
15.1,34,Male,$25 - $49,High school degree,Married
14.2,34,Female,$25 - $49,Did not complete high school,Married
25.8,34,Female,$50 - $74,High school degree,Married
36.5,34,Female,$50 - $74,High school degree,Married
24.5,34,Male,$25 - $49,College degree,Unmarried
17.5,34,Female,$25 - $49,High school degree,Married
12.4,34,Female,$25 - $49,Did not complete high school,Married
80.9,34,Female,$75+,College degree,Married
21.5,34,Male,$25 - $49,College degree,Unmarried
17.4,34,Male,$25 - $49,College degree,Unmarried
11.8,34,Male,Under $25,Did not complete high school,Unmarried
10.6,34,Female,Under $25,Some college,Married
10.8,34,Male,Under $25,College degree,Married
16.2,34,Female,$25 - $49,Some college,Married
9.9,34,Female,Under $25,Some college,Married
11.9,34,Female,Under $25,College degree,Unmarried
8.3,34,Female,Under $25,Did not complete high school,Married
10.3,34,Male,Under $25,Did not complete high school,Married
34,34,Female,$50 - $74,Did not complete high school,Married
23.3,34,Female,$25 - $49,College degree,Married
20.9,34,Male,$25 - $49,College degree,Unmarried
15,34,Female,$25 - $49,High school degree,Married
29.7,34,Female,$50 - $74,Some college,Married
16.4,34,Male,$25 - $49,College degree,Married
26.3,34,Female,$50 - $74,High school degree,Married
13.2,34,Female,$25 - $49,College degree,Unmarried
13.1,34,Female,$25 - $49,College degree,Unmarried
17.7,34,Female,$25 - $49,College degree,Married
22.1,34,Male,$25 - $49,Did not complete high school,Unmarried
13.5,34,Female,$25 - $49,Did not complete high school,Married
18.5,34,Male,$25 - $49,Some college,Unmarried
33.8,34,Male,$50 - $74,College degree,Unmarried
53.9,34,Female,$75+,College degree,Married
16.4,34,Female,$25 - $49,High school degree,Married
22.6,34,Female,$25 - $49,High school degree,Married
51.3,34,Male,$75+,Post-undergraduate degree,Unmarried
10.9,34,Female,Under $25,High school degree,Married
37.2,34,Male,$75+,Post-undergraduate degree,Unmarried
7.3,34,Female,Under $25,Post-undergraduate degree,Married
21,34,Male,$25 - $49,High school degree,Married
18,34,Male,$25 - $49,Did not complete high school,Unmarried
8.6,34,Male,Under $25,Did not complete high school,Unmarried
16.8,34,Male,$25 - $49,Some college,Unmarried
44,34,Male,$75+,Did not complete high school,Unmarried
15.9,34,Male,$25 - $49,High school degree,Unmarried
9.9,34,Female,Under $25,Did not complete high school,Married
26.4,34,Male,$50 - $74,Some college,Married
17,34,Female,$25 - $49,College degree,Married
17.5,34,Female,$25 - $49,Some college,Married
14,34,Male,$25 - $49,Did not complete high school,Married
32.5,34,Female,$50 - $74,High school degree,Unmarried
22,34,Female,$25 - $49,Post-undergraduate degree,Married
17.6,34,Female,$25 - $49,High school degree,Married
35.1,34,Male,$50 - $74,High school degree,Unmarried
17.4,34,Female,$25 - $49,High school degree,Married
48.3,34,Male,$75+,High school degree,Married
34.1,35,Male,$50 - $74,Some college,Unmarried
24.3,35,Female,$25 - $49,College degree,Married
25.4,35,Male,$50 - $74,Did not complete high school,Married
18.6,35,Male,$25 - $49,Some college,Unmarried
20.2,35,Male,$25 - $49,High school degree,Married
9.3,35,Female,Under $25,Post-undergraduate degree,Married
12.8,35,Male,$25 - $49,High school degree,Unmarried
10.1,35,Female,Under $25,Did not complete high school,Married
17.2,35,Female,$25 - $49,High school degree,Unmarried
15.4,35,Male,$25 - $49,College degree,Married
24.2,35,Male,$25 - $49,College degree,Married
24,35,Female,$25 - $49,College degree,Married
31.5,35,Male,$50 - $74,College degree,Married
14.4,35,Male,$25 - $49,Some college,Married
69,35,Male,$75+,Some college,Unmarried
17.9,35,Male,$25 - $49,High school degree,Married
33.4,35,Male,$50 - $74,College degree,Married
33.1,35,Female,$50 - $74,College degree,Married
14.6,35,Female,$25 - $49,High school degree,Unmarried
24.1,35,Male,$25 - $49,Some college,Unmarried
17.9,35,Female,$25 - $49,Some college,Unmarried
27.3,35,Female,$50 - $74,College degree,Married
32.9,35,Female,$50 - $74,High school degree,Unmarried
42.2,35,Female,$75+,Some college,Unmarried
11,35,Female,Under $25,Did not complete high school,Married
27.7,35,Female,$50 - $74,Did not complete high school,Married
41.6,35,Male,$75+,High school degree,Unmarried
14,35,Male,$25 - $49,High school degree,Married
20.9,35,Male,$25 - $49,Post-undergraduate degree,Unmarried
36.2,35,Female,$50 - $74,College degree,Married
15.4,35,Male,$25 - $49,Did not complete high school,Married
24.6,35,Female,$50 - $74,College degree,Unmarried
30.7,35,Female,$50 - $74,Some college,Married
10.4,35,Male,Under $25,College degree,Married
17.5,35,Male,$25 - $49,High school degree,Unmarried
13.7,35,Female,$25 - $49,College degree,Married
17,35,Female,$25 - $49,Some college,Unmarried
30,35,Female,$50 - $74,College degree,Unmarried
14,35,Female,$25 - $49,High school degree,Unmarried
29.8,35,Female,$50 - $74,Did not complete high school,Married
25.3,35,Male,$25 - $49,Did not complete high school,Married
23.8,35,Female,$25 - $49,Some college,Unmarried
11.1,35,Female,Under $25,Did not complete high school,Married
15.1,35,Male,$25 - $49,Did not complete high school,Unmarried
14.1,35,Female,$25 - $49,Some college,Unmarried
56.2,35,Male,$75+,High school degree,Unmarried
34.3,35,Male,$50 - $74,Some college,Unmarried
9.4,35,Female,Under $25,Some college,Married
21.6,35,Female,$25 - $49,College degree,Unmarried
15.9,35,Female,$25 - $49,Some college,Married
21.5,35,Female,$25 - $49,College degree,Unmarried
26,35,Male,$50 - $74,College degree,Married
10.6,35,Male,Under $25,High school degree,Unmarried
16.6,35,Female,$25 - $49,College degree,Married
63.2,35,Female,$75+,Post-undergraduate degree,Married
14.5,35,Male,$25 - $49,High school degree,Unmarried
17.6,35,Male,$25 - $49,High school degree,Married
36.5,35,Male,$50 - $74,College degree,Unmarried
15.6,35,Male,$25 - $49,College degree,Unmarried
71.4,35,Female,$75+,College degree,Married
52.3,35,Female,$75+,Some college,Married
7.3,35,Male,Under $25,College degree,Married
22.9,35,Female,$25 - $49,College degree,Married
28.7,35,Female,$50 - $74,College degree,Unmarried
10.5,35,Male,Under $25,College degree,Married
21.7,35,Male,$25 - $49,College degree,Married
22.7,35,Female,$25 - $49,High school degree,Unmarried
25.6,35,Male,$50 - $74,Some college,Married
19.8,35,Female,$25 - $49,Some college,Unmarried
22.9,35,Female,$25 - $49,High school degree,Married
28.4,35,Male,$50 - $74,Did not complete high school,Unmarried
54.3,35,Male,$75+,High school degree,Married
27.3,35,Male,$50 - $74,College degree,Married
12.7,35,Female,$25 - $49,High school degree,Married
22.9,35,Female,$25 - $49,Did not complete high school,Unmarried
15.9,35,Male,$25 - $49,Did not complete high school,Unmarried
10.7,35,Female,Under $25,High school degree,Married
31.9,35,Male,$50 - $74,College degree,Married
40.2,35,Male,$75+,Post-undergraduate degree,Unmarried
20.9,35,Female,$25 - $49,Some college,Unmarried
11.5,35,Male,Under $25,Did not complete high school,Married
11.1,35,Male,Under $25,High school degree,Married
8.5,35,Male,Under $25,Post-undergraduate degree,Married
17.1,35,Male,$25 - $49,High school degree,Unmarried
16.8,35,Male,$25 - $49,College degree,Married
10.6,35,Male,Under $25,College degree,Unmarried
22.3,35,Female,$25 - $49,College degree,Married
63.9,35,Male,$75+,College degree,Unmarried
9.7,35,Female,Under $25,High school degree,Unmarried
14.8,35,Female,$25 - $49,College degree,Married
37.4,35,Male,$75+,High school degree,Married
25.7,35,Male,$50 - $74,College degree,Unmarried
31.3,35,Female,$50 - $74,High school degree,Married
19.3,35,Male,$25 - $49,College degree,Unmarried
46,35,Male,$75+,Some college,Unmarried
20.2,36,Male,$25 - $49,High school degree,Unmarried
20.4,36,Male,$25 - $49,College degree,Unmarried
15.6,36,Male,$25 - $49,Some college,Unmarried
67.5,36,Male,$75+,College degree,Unmarried
18.7,36,Female,$25 - $49,High school degree,Unmarried
21.9,36,Male,$25 - $49,Post-undergraduate degree,Married
24.3,36,Female,$25 - $49,Did not complete high school,Unmarried
43.8,36,Male,$75+,College degree,Unmarried
39.1,36,Female,$75+,High school degree,Married
14.5,36,Female,$25 - $49,Some college,Married
9,36,Female,Under $25,College degree,Unmarried
16.6,36,Male,$25 - $49,High school degree,Unmarried
98.2,36,Female,$75+,College degree,Unmarried
11.2,36,Female,Under $25,Did not complete high school,Unmarried
20.6,36,Male,$25 - $49,College degree,Married
47.8,36,Male,$75+,Some college,Unmarried
9.8,36,Female,Under $25,College degree,Married
24.1,36,Female,$50 - $74,High school degree,Married
18.5,36,Female,$25 - $49,Some college,Married
23,36,Female,$25 - $49,College degree,Unmarried
51.1,36,Male,$75+,College degree,Unmarried
21.6,36,Female,$25 - $49,Did not complete high school,Unmarried
7.5,36,Female,Under $25,High school degree,Unmarried
11.2,36,Female,Under $25,Did not complete high school,Married
8.9,36,Female,Under $25,High school degree,Unmarried
22.6,36,Female,$25 - $49,High school degree,Married
9,36,Female,Under $25,High school degree,Married
27,36,Male,$50 - $74,High school degree,Married
19.6,36,Female,$25 - $49,College degree,Married
7.4,36,Female,Under $25,High school degree,Unmarried
45.9,36,Male,$75+,Post-undergraduate degree,Married
46.6,36,Female,$75+,High school degree,Married
15.7,36,Male,$25 - $49,College degree,Unmarried
17.3,36,Male,$25 - $49,High school degree,Married
54.8,36,Female,$75+,Post-undergraduate degree,Married
26.2,36,Female,$50 - $74,College degree,Married
28.7,36,Male,$50 - $74,College degree,Married
49.4,36,Male,$75+,College degree,Unmarried
11.5,36,Female,Under $25,Did not complete high school,Married
14.2,36,Female,$25 - $49,College degree,Unmarried
12.5,36,Female,$25 - $49,High school degree,Unmarried
28.6,36,Male,$50 - $74,High school degree,Unmarried
38.1,36,Female,$75+,Post-undergraduate degree,Married
51.9,36,Female,$75+,Some college,Married
33.4,36,Male,$50 - $74,High school degree,Married
10,36,Male,Under $25,Post-undergraduate degree,Married
13.6,36,Male,$25 - $49,Did not complete high school,Married
28.4,36,Male,$50 - $74,High school degree,Unmarried
25.8,36,Male,$50 - $74,College degree,Unmarried
13.4,36,Female,$25 - $49,College degree,Married
15.6,36,Female,$25 - $49,Did not complete high school,Unmarried
10.7,36,Male,Under $25,College degree,Unmarried
10,36,Male,Under $25,High school degree,Unmarried
45.4,36,Female,$75+,College degree,Unmarried
38.9,36,Female,$75+,College degree,Married
15.1,36,Female,$25 - $49,High school degree,Unmarried
23.9,36,Female,$25 - $49,Did not complete high school,Married
14.1,36,Male,$25 - $49,High school degree,Unmarried
28.1,36,Male,$50 - $74,Some college,Unmarried
23.4,36,Female,$25 - $49,High school degree,Unmarried
38,36,Female,$75+,High school degree,Married
36.1,36,Female,$50 - $74,High school degree,Married
22.7,36,Female,$25 - $49,High school degree,Unmarried
43.2,36,Male,$75+,Some college,Unmarried
23,36,Female,$25 - $49,College degree,Unmarried
15.2,36,Male,$25 - $49,Some college,Married
19.1,36,Female,$25 - $49,High school degree,Married
28.6,36,Male,$50 - $74,College degree,Unmarried
71.3,36,Male,$75+,College degree,Unmarried
